mac_address,vendor
94:cc:04,Hanzhuo Information Technology(Shanghai) Ltd.
94:cc:04,hyBee Inc.
94:05:bb,iungo
94:cc:04,Nanjing Yacer Communication Technology Co. Ltd.
90:e2:fc,Pars Ertebat Afzar Co.
94:05:bb,"Dongguan CXWE Technology Co.,Ltd."
94:05:bb,Zimmer GmbH
94:05:bb,"Qingdao Maotran Electronics co., ltd"
94:05:bb,"LTE-X, Inc"
94:05:bb,BAE Systems
f4:90:cb,Cheetah Medical
4c:4b:f9,"Shenzhen dingsheng technology co., LTD"
4c:4b:f9,Connected IO
4c:4b:f9,Zivid AS
20:85:93,Hemina Spa
20:85:93,Regloplas AG
4c:4b:f9,"Jiangsu acrel Co., Ltd."
4c:4b:f9,GLONEXS
4c:4b:f9,Remedee Labs
20:85:93,Dynaudio
84:39:be,Cheng Du virtual world Technology Limited.
24:15:10,"Satellite Link Technology CO.,LTD"
20:85:93,Kloudspot Inc
24:15:10,"Shenzhen Xtooltech Co., Ltd"
24:15:10,Safetrust Inc
20:85:93,Networking Services Corp
24:15:10,Private
24:15:10,SMaBiT GmbH
98:06:37,HwaCom Systems Inc.
54:9a:11,Private
24:15:10,"Unitronux(Shenzhen) Intelligence Technology Co.,Ltd"
98:06:37,Petersime
98:06:37,VR Technology(Shenzhen) Limited
98:06:37,SAMWONTECH
98:06:37,"Hangzhou Sanxin Network Technology Co.,Ltd"
98:06:37,"NAB co,.LTD"
74:19:f8,Private
e4:95:6e,Private
d0:5f:64,"Shanghai Luying International Trade Co.,Ltd"
d0:5f:64,Atoll Solutions Private Limited
d0:5f:64,"SHANGHAI ZHONGMI COMMUNICATION TECHNOLOGY CO.,LTD"
d0:5f:64,HUAQIN TELECOM HONG KONG LTD
2c:27:9e,Private
44:d5:f2,CETC Avionics.L td
44:d5:f2,VURO LLC
d0:5f:64,"North American Blue Tiger Company, LLC"
44:d5:f2,SIMPLERED TECHNOLOGY LTD.
44:d5:f2,"APPOTRONICS CO., LTD"
44:d5:f2,TIBA Research & Development (1986) LTD
fc:a4:7a,Broadcom Inc.
fc:a4:7a,"Shenzhen Nokelock Technology Co, Ltd."
fc:a4:7a,Token
2c:16:bd,Sunit Oy
8c:59:3c,Scharfe-Sicht GmbH
8c:59:3c,ecom instruments GmbH
8c:59:3c,"Shenzhen Tian-Power Technology Co.,Ltd."
b4:a2:eb,"QKM Technology(Dongguan)Co.,Ltd"
b4:a2:eb,Kona I
2c:d1:41,Private
d0:c8:57,Eco Mobile
d0:c8:57,Mobicon
60:95:ce,Synamedia
1c:82:59,ESTec Corporation
1c:82:59,CGI IT UK LIMITED
60:95:ce,"Untangle, Inc."
f0:23:b9,Private
b0:fd:0b,IDspire Corporation Ltd.
84:8b:cd,SouXin Corporate
b0:fd:0b,"Shenzhen FEIBIT Electronic Technology Co.,LTD"
c8:2c:2b,Smart Wires Inc
c8:2c:2b,"Verifone Systems (China),lnc."
c8:2c:2b,Fränkische Rohrwerke Gebr. Kirchner GmbH & Co. KG
c8:2c:2b,Repp Health
e4:1e:0a,FireAngel Safety Technology Ltd
e4:1e:0a,Avast Software s.r.o.
c8:63:14,Taylor Dynamometer
c8:63:14,"Western Reserve Controls, Inc."
c8:63:14,Freeus LLC
34:e1:d1,Genius Pros
34:e1:d1,ASA Innovation & Technology Ltd.
34:e1:d1,Ningbo Hua Gao Mdt Info Tech Ltd
34:e1:d1,Rinco Ultrasonics AG
c8:63:14,Meyer Electronics Limited
fc:d2:b6,"Silicon (Shenzhen) Electronic Technology Co.,Ltd."
fc:d2:b6,Univer S.p.A.
34:e1:d1,Apart Audio NV
fc:d2:b6,NREAL TECHNOLOGY LIMITED
74:5b:c5,"Haikou Frun Flash&Mcu Microcontrol Technology Development Co.,Ltd"
74:5b:c5,Smartiply Inc.
74:5b:c5,OXON AG
e4:4c:c7,"HANGZHOU OLE-SYSTEMS CO., LTD"
e4:4c:c7,Channel Enterprises (HK) Ltd.
e4:4c:c7,"CE LABS, LLC"
e0:5a:9f,"Shenzhen Rongan Networks Technology Co.,Ltd"
e0:5a:9f,"Link of Things Co., Ltd."
4c:bc:98,Quake Global Inc
34:04:9e,Private
38:b8:eb,Private
4c:bc:98,"Dongguan SmartAction Technology Co.,Ltd"
4c:bc:98,Gronic Systems GmbH
4c:bc:98,Machine Max
38:b1:9e,Thrust Networks
d8:86:0b,Teplovodokhran Ltd.
d8:86:0b,DIGITAL CONCEPTS
e0:5a:9f,Hale Products
d8:86:0b,GLO Science
d8:86:0b,SCANMATIK
38:b1:9e,Dallas Delta Corporation
38:b1:9e,AVO DEVELOPMENT LTD
84:39:be,"HINO ENGINEERING, INC"
cc:d3:9d,Glenair
d4:25:cc,EISST Ltd
d4:25:cc,E-MetroTel
d4:25:cc,Coperion
d4:25:cc,NORDI TELEKOMMUNIKATSIOONI OÜ
cc:d3:9d,MagTarget LLC
d4:25:cc,"Eware Information Technology com.,Ltd"
9c:69:b4,Teptron AB
4c:91:7a,LumiGrow Inc.
9c:69:b4,Skydock do Brasil Ltda
9c:69:b4,PCI Limited
6c:df:fb,AAON
6c:df:fb,"CELL System Co.,Ltd."
4c:91:7a,Camsat Przemysław Gralak
4c:91:7a,"Hangzhou Hangtu Technology Co.,Ltd."
6c:df:fb,YongTechs Electric Co. Ltd
6c:df:fb,Hardmeier
7c:bc:84,"Xuji Changnan Communication Equipment Co., Ltd."
7c:bc:84,OPNT BV
7c:bc:84,"Xiamen Mage Information Technology Co.,Ltd."
7c:bc:84,Société de Transport de Montréal
98:f9:c7,ARIMA Communications Corp.
0c:fe:5d,"Beijing WayClouds Technology Co., Ltd."
98:f9:c7,MSB Elektronik und Gerätebau GmbH
6c:5c:3d,Reconova Technologies
6c:5c:3d,"Syowatsusinkougyo Co.,Ltd."
6c:5c:3d,krtkl inc.
1c:fd:08,A&B Technology
6c:5c:3d,choyang powertech
6c:5c:3d,"SOUNDKING ELECTRONICS&SOUND CO., LTD."
1c:fd:08,"Beijing Hengxin Rainbow Information Technology Co.,Ltd"
a8:3f:a1,Exel s.r.l. unipersonale
a8:3f:a1,"Guangzhou Tupu Internet Technology Co., Ltd."
3c:6a:2c,"Bosch Automotive Products (Suzhou) Co., Ltd."
3c:6a:2c,"Phytium Technology Co., Ltd."
3c:6a:2c,"Qingdao iGuan Technology Co., Ltd."
a8:3f:a1,"Zhejiang Wellsun Intelligent Technology Co.,Ltd."
a8:3f:a1,"Shenzhen BIO I/E Co.,Ltd"
00:55:da,Private
30:0a:60,Newtons4th Ltd
a4:ed:43,TOEC TECHNOLOGY CO.，LTD.
a4:ed:43,"Dongguan Mingji Electronics technology Group Co., Ltd."
a4:ed:43,leakSMART
a4:ed:43,INGELABS S.L.
a0:28:33,Kalray S.A.
84:89:ec,"BYDA Co. Ltd.,"
84:89:ec,SHINKAWA LTD.
9c:f6:dd,AVI Pty Ltd
30:09:f9,Punkt Tronics AG
c0:83:59,Beijing Cloud Fly Technology Development Co.Ltd
9c:f6:dd,Capital Engineering & Research Incorporation Ltd.
9c:f6:dd,"KXT Technology Co., Ltd."
c0:83:59,Gardner Denver Thomas GmbH
04:c3:e6,Amiosec Ltd
04:c3:e6,Innovusion Inc.
04:c3:e6,SLOC GmbH
b4:4b:d6,"SHENZHEN TITA INTERACTIVE TECHNOLOGY CO.,LTD"
d4:7c:44,"LS Communication Co.,Ltd."
3c:42:7e,"ROBOX SMART MOTION (WUHU) CO.,LTD"
3c:42:7e,snap40 Ltd
d4:7c:44,"Beijing Maystar Information Technology Co., Ltd."
a0:19:b2,Ahgora Sistemas SA
d4:7c:44,"ASDA ICT Co., Ltd."
2c:48:35,"Scout Security, Inc."
a0:19:b2,MIS Industrie Systeme GmbH & Co. KG
a0:19:b2,"Beijing Deephi Intelligent Technology Co., Ltd"
2c:48:35,"Progress Rail Services, Inspection and Information Systems"
2c:48:35,Newtrax Technologies Inc
2c:48:35,Advanced Electronics Company Ltd
8c:1c:da,Septentrio NV
8c:1c:da,CEOS Pty Ltd
3c:24:f0,"Sivat Technology Co.,Ltd."
8c:1c:da,Riegl Laser Measurement Systems GmbH
8c:1c:da,K Technology Corporation
0c:73:eb,"Tiinlab Acoustic Technology (Shenzhen) Co., Ltd."
0c:73:eb,D-Link （Shanghai）Limited Corp.
0c:73:eb,"Dinkle Enterprise Co., Ltd."
0c:73:eb,Synaccess Networks
0c:73:eb,"Deltapath, Inc."
0c:73:eb,Pi Innovo LLC
3c:24:f0,Inter Action Corporation
3c:24:f0,Siemens AG - Siemens Deutschland Mobility
0c:73:eb,"Taiwan Pulse Motion Co., Ltd."
3c:24:f0,COMATIS
48:65:ee,"SmartDisplayer Technology Co., Ltd."
48:0b:b2,Annapurna labs
48:0b:b2,Popit Oy
88:5f:e8,Sonnet Labs Inc.
88:5f:e8,Hauch & Bach ApS
88:5f:e8,Sowee
88:5f:e8,"Red Technologies, LLC."
f0:41:c8,"Shenzhen Medica Technology Development Co., Ltd."
f0:41:c8,Shanghai Think-Force Electronic Technology Co. Ltd
f0:41:c8,"Shenzhen Umind Technology Co., Ltd."
40:a3:6b,SKS-Kinkel Elektronik GmbH
30:1f:9a,"MICOMSOFT CO.,LTD."
30:1f:9a,"HUNAN CHANGSHA HENGJIAN TECHNOLDGY DEVELPMENT CO.,LTD."
88:a9:a7,Sieper Lüdenscheid GmbH & Co. KG
a4:da:22,SolidPro Technology Corporation
dc:e5:33,SAN Engineering
dc:e5:33,ShenZhen C&D Electronics CO.Ltd.
c4:ff:bc,"KAGA ELECTRONICS CO.,LTD."
9c:43:1e,"Wireless Environment, LLC"
9c:43:1e,Symfun Telecom Ltd
9c:43:1e,Optris GmbH
2c:d1:41,Private
28:2c:02,Shenzhen emb-star technology co. LTD
f8:b5:68,Whizpace Pte. Ltd.
f8:b5:68,Maven Wireless AB
40:48:fd,Cloud4Wi
40:48:fd,Ecotap B.V.
40:48:fd,Swarco Technology ApS
40:48:fd,"MITHRAS Technology Co., LTD"
38:73:ea,Light Blue Optics Ltd.
ec:9f:0d,"CRRC QINGDAO SIFANG ROLLING STOCK RESEARCH INSTITUTE CO.,LTD"
38:73:ea,ISTCONTROL
ec:9f:0d,flexlog GmbH
34:d0:b8,Skytech Creations Limited
34:d0:b8,Glory Mark Electronic Ltd. Taiwan Branch (B.V.I.)
34:d0:b8,"EQPlay Intelligent Technology(Kunshan) Co,Ltd."
ac:1d:df,"Sichuan Odot Automation System Co.,Ltd."
ac:1d:df,ConectaIP Tecnologia S.L.
34:d0:b8,NTX Embedded
ac:1d:df,Solare Datensysteme GmbH
cc:22:37,"Tolomatic, Inc."
74:1a:e0,ITS Partner (O.B.S) S.L.
cc:22:37,"MANUFACTURAS Y TRANSFORMADOS AB, S.L."
74:1a:e0,BÄR Bahnsicherung AG
74:1a:e0,Broadcast Wireless Systems Ltd
04:71:4b,"Shenzhen WayOS Technology Crop., Ltd."
cc:22:37,Apeiron Data Systems
2c:27:9e,Amaryllo International Inc.
2c:27:9e,"octoScope, Inc."
2c:27:9e,Institut Dr. Foerster GmbH & Co. KG
cc:22:37,"SHENZHEN HOOENERGY TECHNOLOGY CO.,LTD"
2c:27:9e,"Shijiazhuang King Transportation Equipment Co.,Ltd"
18:9b:a5,"Shenzhen Tong Tai Yi information Technology Co.,Ltd"
84:39:be,"ShenZhen Fudeyu Technology co.,Ltd"
18:9b:a5,PHINETWORKS
34:29:8f,"Nanjing Sandemarine Electric Co.,Ltd"
90:4e:91,SKODA ELECTRIC a.s.
18:9b:a5,APANA Inc.
90:4e:91,Wrtnode technology Inc.
34:29:8f,Schnick-Schnack-Systems GmbH
34:29:8f,"Chengdu Meross Technology Co., Ltd."
34:29:8f,Bellman & Symfon
34:00:8a,"SHENZHEN WXL ELECTRONICS CO., LTD."
34:00:8a,Project Engineering srl
34:29:8f,Virtual Trunk Pte Ltd
34:29:8f,"Beijing Vorx Telecommunications Co., Ltd."
34:00:8a,Angee Technologies Ltd.
78:d8:00,"Shenzhen Envicool Information Technology Co., Ltd"
78:d8:00,"Shenzhen Scodeno Technology Co,. Ltd."
78:d8:00,"Shenzhen Chenzhuo Technology Co., Ltd."
78:d8:00,Salunda Ltd
7c:ba:cc,"ALPHA TECHNOLOGIES, LLC"
7c:ba:cc,Flying Loft Inc.
f8:8a:3c,Avateq Corp.
40:a3:6b,"SFT Co., Ltd."
4c:65:a8,High Infinity Germany
4c:65:a8,Nuviz Oy
f8:8a:3c,FARA AS
f8:8a:3c,ART SPA
8c:14:7d,"Nanjing bilian information Technology Co.,Ltd."
8c:14:7d,Bluemega Document & Print Services
4c:65:a8,"Instant Byte, S.L."
4c:65:a8,Orica Europe Pty Ltd & Co KG
a0:c5:f2,"UnaliWear, Inc."
a0:c5:f2,Impulse Networks Pte Ltd
50:ff:99,IPC Global
a0:c5:f2,CoolR Group Inc
a0:c5:f2,Glooko inc
f0:23:b9,"Xiamen Jinhaode Electronic Co.,Ltd"
f0:23:b9,Aquametro AG
f0:23:b9,G3 TECHNOLOGIES< INC
04:71:4b,Gimso Mobile Ltd
f0:23:b9,EZVIS LIMITED
60:d7:e3,Avalun
60:d7:e3,Wilderness Labs Inc.
60:d7:e3,Revol Technologies inc
60:d7:e3,SKS Automaatio oy
08:ed:02,D2SLink Systems
08:ed:02,"Imperx, Inc"
98:aa:fc,Comarch S.A.
98:aa:fc,BEAM Authentic
98:aa:fc,dots Inc.
14:4f:d7,D&S Cable Industries (HK) Limited
14:4f:d7,FedEx Services OTI
14:4f:d7,Annapurna labs
f8:02:78,BETTINI SRL
14:4f:d7,"NPort Networks Inc.,"
14:4f:d7,Zehnder Group AG
a4:11:63,Dspread Technology (Beijing) Inc.
a4:11:63,Pax
1c:a0:d3,"Dynamic Connect (Suzhou) Hi-Tech Electronic Co.,Ltd."
1c:a0:d3,NPO TELECOM JSC
1c:a0:d3,Intertecno SRL NISUTA
1c:a0:d3,SAVELEC
40:f3:85,KATO ENGINEERING INC.
40:f3:85,BBB Inc.
8c:c8:f4,"ITECH Electronic Co.,ltd."
34:04:9e,ND SatCom GmbH
34:04:9e,"Seeiner Technology Co.,LTD"
34:04:9e,"Nanjing Mythware Information Technology Co., Ltd."
a4:58:0f,Finetree Communications Inc
7c:cb:e2,"Easy Broadband Technology Co., Ltd."
7c:cb:e2,"Hangzhou Kaicom Communication Co.,Ltd"
50:0b:91,"Shenzhen Lucky Sonics Co .,Ltd"
a4:58:0f,CoAsia Microelectronics Corp.
50:0b:91,Shenzhen zhong ju  Fiber optical Co.Ltd
a4:58:0f,"Shenzhen City billion Leiden science and Technology Co., Ltd."
1c:c0:e1,Videri Inc.
50:0b:91,"Diamond Traffic Products, Inc"
7c:cb:e2,"Heyuan Yongyida Technology Holdings Co.,Ltd."
7c:cb:e2,Astrum Technologies CC
24:4e:7b,Tekelek Europe Ltd
7c:cb:e2,CeoTronics AG
24:4e:7b,Shenzhen AWT science &  technology limited
4c:e1:73,"DAIKOKU DENKI CO.,LTD."
48:65:ee,EnBW Energie Baden-Württemberg AG
48:65:ee,Gopod Group Limited
24:4e:7b,"UniMAT Automation Technology Co., Ltd."
48:65:ee,"Winn Technology Co.,Ltd"
48:65:ee,Data Technology Inc.
4c:e1:73,"Nanjing Tongke Technology Development Co., LTD"
1c:c0:e1,"HANGZHOU SOFTEL OPTIC CO., LTD"
4c:e1:73,"Huizhou Dehong Technology Co., Ltd."
4c:e1:73,"Shanghai Ehong Technology Co.,Ltd"
ac:64:dd,"DIGIBIRD TECHNOLOGY CO., LTD."
1c:c0:e1,SECHERON SA
4c:e1:73,NewVastek
38:3a:21,Chengdu Krosslan Technology Inc.
38:3a:21,Skylark Wireless LLC
38:3a:21,"SDNware technology co.,LTD"
ac:64:dd,"infypower Co., Ltd"
38:3a:21,Pactron
f8:1d:78,ADTECHNO Inc.
70:f8:e7,Flexim Security Oy
70:f8:e7,"Kontech Electronics Co., Ltd"
70:f8:e7,SHENZHEN Xin JiuNing Electronics Co Ltd
70:f8:e7,Eclipse Security
f8:1d:78,"SHENZHUOYUE TECHNOLOGY.,LTD"
70:f8:e7,System Level Solutions (India) Pvt.
84:e0:f4,"iSolution Technologies Co.,Ltd."
84:e0:f4,Dantherm
84:e0:f4,"Liaoning IK'SONYA Science and Technology Co., Ltd."
84:e0:f4,MedicusTek Inc.
84:e0:f4,"RAY Co.,LTD"
c0:d3:91,XENA SECURITY LIMITED
c0:d3:91,"Hofon Automation Co.,Ltd"
98:6d:35,blossom communications corp.
c0:d3:91,IXON B.V.
58:e8:76,"Chengdu Vision-Zenith Technology Co.,Ltd"
58:e8:76,SHENZHEN DIGISSIN TECHNOLOGY
58:e8:76,KUSTOM SIGNALS INC
c0:d3:91,"REGULUS CO.,LTD."
f0:ac:d7,Sercomm Corporation.
f0:ac:d7,Hanju Network Technologies Co.
f0:ac:d7,Telefonix Incorporated
f0:ac:d7,PAVO TASARIM URETIM TICARET A.S.
f0:ac:d7,Suzhou Pairlink Network Technology
28:36:38,Knowles Electronics LLC
28:36:38,APPEAK Technology System Co.Ltd.
28:36:38,Dspread Technology (Beijing) Inc.
28:36:38,Bluekey Pty Ltd
8c:19:2d,"You Zhengcheng co.,ltd"
8c:19:2d,"Charmlink Tech(HK) Co.,Limited"
8c:19:2d,SRETT
8c:19:2d,"Abside Networks, Inc."
8c:19:2d,"ViaWear, Inc."
8c:19:2d,"Shenzhen Cylan Technology Co.,Ltd"
cc:d3:1e,"Siemens AG, MO MLT BG"
d0:d9:4f,"DUKSANMECASYS CO., LTD."
c4:7c:8d,GETEMED Medizin- und Informationstechnik AG
c4:7c:8d,"GC AUTOMATION CO,LTD"
c4:7c:8d,Silvus technologies inc
c4:7c:8d,ROBOSTAR
68:91:d0,"Outstanding Technology Co., Ltd."
c4:7c:8d,"Watec Co., Ltd."
68:91:d0,Multi Alarm Zrt.
68:91:d0,QUANTEX
e0:b6:f5,POMCube Inc.
e0:b6:f5,Huizhou GISUN Industrial CO. LTD
68:91:d0,NIPK Electron Co.
e0:b6:f5,funktel GmbH
50:ff:99,"SHENZHEN KINGVT ELECTRONICS CO.,LTD"
e0:b6:f5,Yuneec International（China）Co.，Ltd
98:6d:35,"Zhejiang Hanshow Technology Co., Ltd."
50:ff:99,Honeywell International
7c:47:7c,"Shenzhen Eunicum Electric Co.,Ltd."
7c:47:7c,Photosynth Inc.
7c:47:7c,Zerosystem LTD.Co
98:6d:35,Vitronic Dr.-Ing. Stein Bildverarbeitungssysteme GmbH
98:6d:35,Praesideo B.V.
7c:47:7c,BungBungame Inc
7c:47:7c,Midwest Microwave Solutions
5c:f2:86,"Daisen Electronic Industrial Co., Ltd."
5c:f2:86,Unfors Raysafe AB
38:fd:fe,New Telecom Solutions LLC
38:fd:fe,CaptiveAire Systems Inc.
78:ca:83,"Elanview Technology Co.,Ltd"
78:ca:83,Beijing CarePulse Electronic Technology
38:b8:eb,CeeNex Inc
78:ca:83,IHM
78:ca:83,"Zhejiang Science Electronic Tech Co., Ltd"
1c:87:74,"Xiaoxinge (Tangshan) Electronic Technology Co., Ltd."
1c:87:74,New Nordic Engineering
1c:88:79,"Toshiba Toko Meter Systems Co., LTD."
1c:87:74,Weber Marking Systems GmbH
1c:87:74,Ing Buero Ziegler
1c:87:74,CLABER SPA
1c:87:79,"Istria soluciones de criptografia, S. A."
1c:87:79,"Hangzhou Xiaowen Intelligent Technology Co., Ltd."
1c:87:79,"ZHEJIANG ITENAL TECHNOLOGY CO.,LTD"
1c:87:79,A-GEAR COMPANY LIMITED
84:39:be,"Shenzhen Horn Audio Co.,Ltd."
84:39:be,Diamond Products LLC
40:a3:6b,Amobile Intelligent Corp.
40:a3:6b,Pella Corporation
40:a3:6b,"Omnitracs, LLC"
40:a3:6b,Fin Robotics Inc
80:0a:80,"Beijing Gooagoo Technical Service Co.,Ltd."
80:0a:80,"Shenzhen Zidoo Technology Co., Ltd."
00:55:da,"Donguan WideLink Communication Technology Co.,Ltd."
00:55:da,"LUCISTECHNOLOGIES（SHANGHAI）CO.,LTD"
cc:1b:e0,"Earphone Connection, Ubc."
a0:3e:6b,"Nanjing zhanyi software technology co., LTD"
a0:3e:6b,"Business Support Consultant Co.,Ltd"
00:55:da,Novexx Solutions GmbH
dc:44:27,"Nautilus Infotech CO., Ltd."
dc:44:27,Pyrexx Technologies GmbH
dc:44:27,"Shanghai Huahong Integrated Circuit Co.,Ltd"
1c:21:d1,Private
c8:8e:d1,German Pipe GmbH
1c:21:d1,Ognios GmbH
b0:c5:ca,D&T Inc.
dc:44:27,Nex Technologies PTY LTD
78:c2:c0,"Beijing Coilabs technology co.,ltd"
78:c2:c0,"Ombitron, Inc."
78:c2:c0,KORF Inc.
b4:37:d1,"Yireh Auto Tech Co.,Ltd."
b4:37:d1,Lezyne INC USA
78:c2:c0,"Guangzhou Hongcai Stage Equipment co.,ltd"
b4:37:d1,GE Power Management
74:f8:db,"WiFi Hotspots, SL"
74:f8:db,"Shenzhen Ruishi Information Technology Co.,Ltd."
74:f8:db,InnoTrans Communications
74:f8:db,"Wuhan Tianyu Information Industry Co., Ltd."
54:9a:11,Niveo International BV
54:9a:11,"Beijing HTSmartech Co.,Ltd"
54:9a:11,eTauro LLC
54:9a:11,Royal Boon Edam International BV
54:9a:11,"Shenzhen Excera Technology Co.,Ltd."
80:7b:85,"Interplan Co., Ltd."
64:fb:81,Dongyang unitech.co.ltd
64:fb:81,"Bridgeport Instruments, LLC"
64:fb:81,Seven Solutions S.L
64:fb:81,"ChengDu KeChuang LongXin Sci-tech Co.,Ltd"
64:fb:81,hiQview Corporation
80:7b:85,"Quickte Technology Co.,Ltd"
80:e4:da,"Beijing Yuantel Technolgy Co.,Ltd-Shenzhen Branch"
80:e4:da,"Krizer international Co,. Ltd."
80:e4:da,Nanjing LILO Technology Co. Ltd.
80:e4:da,EVER Sp. z o.o.
1c:ca:e3,eSight Corporation
80:e4:da,Beijing Gaokezhongtian Technology Co Ltd
1c:ca:e3,Bird Home Automation GmbH
2c:d1:41,"XiaMen 35.com Technology Co,.Ltd."
90:c6:82,Cinet Inc
90:c6:82,Innovative Electronic Technology
90:c6:82,Teletek Electronics
90:c6:82,"Nanjing Jiexi Technologies Co., Ltd."
2c:6a:6f,"Shanghai Shuncom Electronic Technology Co.,Ltd"
90:c6:82,"Shanghai HuRong Communication Technology Development Co., Ltd."
2c:6a:6f,"Wellntel, Inc."
2c:d1:41,Bowei Technology Company Limited
28:fd:80,Digital Signal Corp
a0:bb:3e,"Xiamen Kehua Hengsheng Co.,Ltd"
a0:bb:3e,AutarcTech GmbH
a0:bb:3e,Sandal Plc
f8:02:78,Innodisk
f8:02:78,"Beijing Redcdn Technology, Co., Ltd"
2c:26:5f,Motec GmbH
2c:26:5f,"Hysentel Technology Co., Ltd"
a4:4f:29,Comsel System Ltd
0c:ef:af,Sentry360
3c:39:e7,University of British Columbia
3c:39:e7,BEWATEC Kommunikationstechnik GmbH
10:07:23,RippleTek Tech Ltd
b8:d8:12,Lam Research
d0:22:12,AIM
b8:d8:12,"Yuwei Info&Tech Development Co.,Ltd"
e8:18:63,clabsys
e8:18:63,Siliconcube
d0:22:12,"Shenzhen SIC Technology. Co., Ltd."
d0:22:12,URANO INDUSTRIA DE BALANCAS E EQUIPAMENTOS LTDA
e8:18:63,BSM Wireless Inc.
d0:22:12,RHENAC Systems GmbH
74:e1:4a,emz-Hanauer GmbH & Co. KGaA
74:e1:4a,open joint stock company YUG-SISTEMA plus
b8:d8:12,VOTEM
b8:d8:12,"Vonger Electronic Technology Co.,Ltd."
e4:95:6e,NationalchipKorea
e4:95:6e,Tacom Projetos Bilhetagem Inteligente ltda
e4:95:6e,"Shanghai DGE Co., Ltd"
e4:95:6e,Guang Lian Zhi Tong Technology Limited
bc:66:41,"Shenzhen Yaguang communication CO.,LTD"
e4:95:6e,Tband srl
bc:66:41,EBlink
58:fc:db,Applied Device Technologies
58:fc:db,"XIAMEN LEELEN TECHNOLOGY CO.,LTD"
bc:66:41,Process-Electronic Sp. z o.o.
58:fc:db,Beseye Cloud Security Co. Ltd.
b0:1f:81,"SHENZHEN YIFANG DIGITAL TECHNOLOGY CO.,LTD."
f4:0e:11,Sterna Security
b0:1f:81,Rademacher Geraete-Elektronik GmbH
14:1f:ba,"Newings Communication CO., LTD."
f4:0e:11,"realphone technology co.,ltd"
f4:0e:11,Axel srl
7c:70:bc,Tohan　Engineering　Corporation
14:1f:ba,Private
bc:34:00,AURALIC LIMITED
a4:3b:fa,SHEN ZHEN PASUN TECH CO.LTD.
bc:34:00,Cameron
7c:70:bc,FLEXIM GmbH
d0:76:50,"CentrAlert, Inc."
a4:3b:fa,Circus World Displays Ltd
a4:3b:fa,"Beijing Uniwill Science and Technology Co,Ltd"
a4:3b:fa,"Chengdu Territory Technology Co.,Ltd"
d0:76:50,tecnotron elekronik gmbh
d0:76:50,Greenwave Scientific
74:19:f8,"IDEXX Laboratories, Inc"
74:19:f8,Heptagon Systems PTY. LTD.
74:19:f8,Bach Icon ApS
4c:4b:f9,Beijing AutoAi Technology co. LTD
40:11:75,Kanda Kogyo
40:11:75,"Beijing Gemotech Intelligent Technology Co., Ltd."
40:11:75,ADH Guardian USA
04:d1:6e,ShenZhen Huafu Information technology Co.?Ltd
24:4e:7b,"Church & Dwight Co., Inc."
04:d1:6e,"CHENGDU INTERLINK SCIENCE AND TECHNOLOGY CO.,LTD"
04:d1:6e,PacPort Corporation
04:d1:6e,"Launch Tech Co., Ltd."
04:d1:6e,Envision Energy
44:03:77,"Hangzhou Asia Infrastructure Tech. Co., Ltd."
44:03:77,Stara S/A Indústria de Implementos Agrícolas
50:62:55,"AVTECH Software, Inc."
50:62:55,"Hypertech Advance Co., LTD"
50:62:55,"Suzhou Ruixinjie Information Technology Co.,Ltd"
64:31:39,"Hunan Voc Acoustics Technology Co., Ltd."
50:62:55,AED Distribution
64:31:39,"KOANGYOW INTEGRATION MACHINE CO., LTD."
64:31:39,"SHEN ZHEN FUCHANG TECHNOLOGY Co.,Ltd."
c4:95:4d,SolidGear Corporation
c4:95:4d,Sercomm Corporation.
00:69:67,"Hangzhou Wise IOT Technology Co.,Ltd"
64:31:39,Active Brains
00:69:67,Ambient-System sp. z o.o.
00:69:67,Datapan d.o.o.
00:69:67,"Tianjin Lianwu Technology Co., Ltd."
a0:22:4e,IST ElektronikgesmbH
a0:22:4e,rNET Controls
20:0a:0d,Tecnint HTE SRL
20:0a:0d,IRSAP
40:2c:76,Annapurna labs
40:2c:76,Baumer Bourdon-Haenni
40:2c:76,NowTechnologies Zrt
50:de:19,"Shenzhen Vipstech Co., Ltd"
50:de:19,Telic AG
3c:fa:d3,Shenzhen zhong ju  Fiber optical Co.Ltd
3c:fa:d3,Naruida Technology Ltd.
90:e2:fc,Huddly AS
90:e2:fc,"Shenzhen Dingsheng Intelligent Technology Co., Ltd"
14:ae:85,Veo Technologies
14:ae:85,"SHENZHEN HONOR ELECTRONIC CO.,LTD"
94:cc:04,"Shenzhen Link technology Co.,Ltd"
94:cc:04,"SHENZHEN SANRAY TECHNOLOGY CO.,LTD"
94:cc:04,"GOCOAX, INC"
94:05:bb,"Chengdu Zhongheng Network Co.,Ltd."
d0:c8:57,"IFLYTEK CO.,LTD."
94:cc:04,"Shanxi Baixin Information Technology Co., Ltd."
94:05:bb,ZIGPOS GmbH
94:05:bb,SolarEdge Technologies
f4:90:cb,Airbeam Wireless Technologies Inc.
20:85:93,"UNILUMIN GROUP CO.,LTD"
20:85:93,Eilersen Electric A/S
4c:4b:f9,Stored Energy Systems
dc:e5:33,Private
24:15:10,SHANDONG KEHUI POWER AUTOMATION CO. LTD.
24:15:10,Kaiyun
dc:44:27,Private
2c:d1:41,IntelliLUM
98:06:37,"Shenzhen Y&D Electronics Information Co., Ltd"
